texto,categoria
"Fui notificado de un blanqueo de mis credenciales por parte de auditoría interna, pero jamás recibí el correo con el enlace temporal para generar mi clave nueva. He revisado mi bandeja de spam, carpetas de otros y le pedí a un colega que buscara en su buzón por si hubo error en el destinatario, y no hay nada. Necesito que me dicten un pin provisional.",cuentas_contrasenas
Descargué un supuesto reporte de ventas de un cliente y el antivirus alertó troyano heurístico.,seguridad
Mis archivos de mis documentos de repente tienen una extensión .lock y un texto de rescate.,seguridad
"El cliente de correo local se quedó sincronizando carpetas y no avanza del 2%. Ya reconstruí el índice de búsqueda, eliminé mi perfil de Outlook y lo volví a configurar desde cero bajando todo el buzón de nuevo. A pesar de todo esto, los correos de hoy siguen atascados en la bandeja de salida y no entra nada nuevo.",software
"Al intentar cambiar mi palabra de paso, el portal arroja error de validación de identidad.",cuentas_contrasenas
El directorio activo perdió relación de confianza con mi máquina y rechaza mis datos locales.,cuentas_contrasenas
Chrome bota error 'Aw Snap' exclusivamente cuando abro la intranet de recursos humanos.,software
"El inicio de sesión único SSO entra en un bucle infinito que no me deja pasar. Pongo mi dirección de correo, luego el pin de ingreso y la pantalla parpadea en blanco para devolverme al inicio a pedir todo otra vez. Limpié historiales, cambié de equipo portátil temporalmente y el comportamiento es el mismo. Imposible entrar a trabajar hoy.",cuentas_contrasenas
"Solicito información detallada de cuántos días compensatorios tengo acumulados a la fecha, recursos humanos me dijo que preguntara por acá.",otros
sap frito,software
"Por favor necesito asesoría sobre cómo puedo programar una respuesta automática en el correo de servicio al cliente. Quiero que mis respuestas incluyan las firmas de los asesores de turno: Carlos, Andrea, Diego y Sofía. Revisé los menús de configuración general y de reglas de Outlook pero el sistema me rebota los logos.",otros
acceso negado,permisos
El editor de video arroja error de renderizado en el fotograma 300 y aborta el proceso.,software
cable suelto,redes
"Tengo credencial válida, pero la carpeta compartida de finanzas bota 'acceso denegado por políticas'.",permisos
El token de Microsoft Authenticator marca códigos inválidos al tratar de iniciar sesión.,cuentas_contrasenas
Reporto un pendrive abandonado en la cafetería que alguien conectó a una máquina de producción.,seguridad
"Un proveedor me envió un documento adjunto que parecía una factura en formato PDF, pero al darle doble clic abrió una ventana negra de comandos y el equipo se paralizó. Forcé el apagado manual del PC y desconecté el cable de red por precaución. No he vuelto a encender la máquina hasta que ustedes me indiquen qué debo hacer.",seguridad
"El módulo de liquidación de nómina está calculando erróneamente los recargos nocturnos de esta quincena. Hice una prueba en el ambiente de calidad modificando las variables, borré las cookies de mi navegador e intenté desde otro PC, y el cálculo sigue arrojando valores negativos. El estado es crítico porque hoy debemos pagar.",software
"No me dejan entrar al repositorio principal de código fuente de la empresa. Pongo mi llave privada correcta en Git, pero el servidor me devuelve un error fatal indicando que carezco de permisos de escritura para la rama maestra. Reinicié mis credenciales locales y verifiqué mis tokens, todo bien de mi lado, debe ser un tema de roles.",permisos
SharePoint exige autorización del propietario al intentar visualizar el reporte anual.,permisos
"No he visto reflejado el pago del retroactivo salarial en mi cuenta bancaria durante la quincena. Ingresé al portal para descargar los volantes de pago, los revisé detalladamente haciendo la suma manual y efectivamente el rubro adicional no aparece liquidado en mis comprobantes. Requiero que me pongan en contacto con la persona de nómina.",otros
duda festivo,otros
"Mi pantalla principal empezó a parpadear incontrolablemente y tiene un tinte amarillo asqueroso. Ajusté las conexiones del cable DisplayPort, reinicié el equipo e instalé los drivers de video otra vez, pero nada ha funcionado. Me duele la cabeza de trabajar así y necesito que me traigan un monitor de reemplazo ya mismo.",infraestructura
Puedo hacer ping al DNS de Google pero ninguna página carga en los navegadores.,redes
"Al conectar la diadema USB, el equipo arroja un mensaje de sobretensión en el puerto 3.0.",infraestructura
erp caido,software
El monitor secundario muestra un tinte verde permanente en la mitad izquierda del panel.,infraestructura
"Creo que mi perfil fue inhabilitado administrativamente por error desde recursos humanos. Trato de entrar al ERP y el aviso dice usuario suspendido permanentemente. Consulté con mi jefe directo, él revisó mi estado de contrato y todo está en orden, intentamos un reseteo de clave por si era bloqueo por intentos pero el perfil sigue desactivado.",cuentas_contrasenas
Hay altísima latencia y pérdida de paquetes al conectar con el servidor de bases de datos jerárquicas.,redes
La consulta en la base de datos orientada a objetos genera un timeout de 60 segundos.,software
Pongo mi número de empleado en el portal de beneficios y dice que mi usuario no existe.,cuentas_contrasenas
El sistema de inicio de sesión único SSO entra en bucle infinito tras poner mi usuario.,cuentas_contrasenas
El complemento de firmas corporativas de nuestra herramienta de Outlook está arrojando una excepción de tiempo de espera.,software
La plataforma de contabilidad local indica falta de archivo .dll en el módulo de facturación electrónica.,software
El proyector de la sala de juntas proyecta la imagen invertida y el control remoto no responde.,infraestructura
El motor de planillas se traba calculando los descuentos del salto de año bisiesto.,software
PowerBI me permite ver el dashboard pero la funcionalidad de exportar a CSV está bloqueada.,permisos
lag inmenso,redes
hackearon web,seguridad
Dejé mi carnet magnético en casa y el guardia requiere confirmación para dejarme pasar.,otros
La plataforma de aprobaciones rechaza mis credenciales a pesar de que el ERP sí me deja entrar.,cuentas_contrasenas
mfa no llega,cuentas_contrasenas
clave vencida,cuentas_contrasenas
Por favor emitir constancia laboral dirigida a la embajada para mi trámite de visa.,otros
Siento estática y un leve choque eléctrico al tocar la carcasa de la torre metálica.,infraestructura
pase de puerta,otros
"Descubrí que todos los correos entrantes de mi bandeja principal están siendo reenviados en secreto a un dominio externo de Hotmail mediante una regla oculta. Intenté borrar la regla desde el cliente de Outlook, pero vuelve a aparecer a los pocos minutos. Solicito intervención forense para ver qué información se filtró.",seguridad
El ventilador de la tarjeta gráfica suena como una turbina de avión desde que arranca el equipo.,infraestructura
El cable de red fue mordido por un roedor y genera intermitencias extremas en la conexión.,redes
"Estimados, fui trasladado de la gerencia comercial a finanzas desde el primero de mes. Sin embargo, mi usuario sigue viendo únicamente las carpetas del área antigua y el sistema me bloquea los reportes contables nuevos indicando falta de rol. Ya abrí tres tickets previos pidiendo la homologación de derechos y sigo estancado.",permisos
El lector de huellas dactilares está hirviendo al tacto y el sistema no lo reconoce.,infraestructura
La aplicación de control de versiones me rechaza los push a la rama principal del repositorio.,permisos
"El acceso a la intranet para ver mis desprendibles de pago me arroja un error 403 Forbidden. He revisado mi conectividad, intenté usar Microsoft Edge en lugar de Chrome e incluso me conecté por cable directo para descartar problemas de proxy. Parece que mi perfil perdió las membresías del grupo de recursos humanos por algún motivo.",permisos
cero derechos,permisos
"Mi aplicación de autenticación en dos pasos se desconfiguró al cambiar de celular ayer en la noche. Hoy intento ingresar al portal de la compañía, pongo mi pin correctamente, pero no tengo forma de obtener el número dinámico de seis dígitos porque el código QR viejo ya no sirve. Requiero que me reseteen el método de MFA para volver a enlazarlo.",cuentas_contrasenas
Mi rol actual en el sistema de tickets no me permite asignar tareas a otros agentes.,permisos
El portal cautivo de la red de invitados hace un bucle de redirección infinito.,redes
phishing grave,seguridad
El teléfono IP de mi escritorio no da tono de marcado y la pantalla dice 'Registering...'.,redes
"El aire acondicionado central ubicado exactamente sobre el escritorio 45 está goteando agua directamente sobre mi equipo de cómputo y regletas eléctricas. Tuvimos que mover todos los muebles de emergencia, apagué la torre y cubrimos los monitores con plásticos. Necesitamos mantenimiento preventivo de infraestructura física lo antes posible.",otros
La velocidad de descarga está limitada a 10 Kbps en todo el edificio principal.,redes
El adaptador de 4 antenas no logra estabilidad entre los modems del piso 1 y piso 2.,redes
Requiero la reserva del auditorio principal para la capacitación de inducción de mañana.,otros
Noté que la cámara web tiene el led verde encendido permanente aunque no estoy en reunión.,seguridad
Mi PC reporta conflicto de dirección IP con una impresora recién instalada en el pasillo.,redes
falta papel,otros
ping alto,redes
Mi aplicativo de reportería en Tableau da resultados negativos ilógicos al cruzar las fechas de los trimestres.,software
calor fatal,otros
Unidad M.2 de 126 GB se llenó al 100% y el sistema operativo colapsó por completo.,infraestructura
Todos los equipos del área comercial quedaron con IP APIPA 169.254 tras un bajón eléctrico.,redes
pin invalido,cuentas_contrasenas
red caida,redes
"El sistema me obligó a cambiar mi clave por caducidad tras 90 días, ingresé una nueva cumpliendo longitud y símbolos, y la aceptó. Pero al intentar loguearme inmediatamente después, me dice que las credenciales son inválidas. Traté de restaurarla nuevamente pero ahora dice que debo esperar 24 horas. Estoy completamente frenado, ayuda.",cuentas_contrasenas
"El disco duro mecánico que usamos para respaldos está haciendo un ruido tremendo como de piezas chocando, un clac-clac continuo. He reiniciado la máquina dos veces y corrí el diagnóstico de Windows, pero aborta al minuto. El estado actual es que la unidad D: desapareció por completo del explorador de archivos.",infraestructura
puerto dañado,infraestructura
app colgada,software
El aire acondicionado del tercer piso está en 16 grados y nos estamos congelando.,otros
Excedí los intentos fallidos al digitar mal el pin y el sistema me deshabilitó el perfil.,cuentas_contrasenas
"Estamos implementando un modelo de datos nuevo y el aplicativo de prueba genera un desbordamiento de memoria cuando combina las consultas de PowerBI con la base de Oracle. Intenté limpiar la caché local y reinstalar los conectores ODBC, pero el error de ejecución se repite siempre en el mismo punto. Requiero apoyo de infraestructura.",software
"Estoy solicitando el favor de que me emitan una constancia laboral detallada dirigida a la embajada para tramitar mi visa de turismo. Intenté generarla desde la plataforma de autogestión de empleados, pero el PDF que descarga solo tiene información básica sin los montos salariales ni el logotipo actualizado. Agradezco me envíen el documento oficial.",otros
Apareció un proceso llamado update_sys.exe consumiendo 99% de la CPU y RAM del servidor en segundo plano.,seguridad
Intento visualizar la nómina de mi equipo directo y el sistema dice 'fuera de jerarquía'.,permisos
spam masivo,seguridad
Hay un píxel muerto gigante de color rojo brillante justo en el centro de mi pantalla principal.,infraestructura
Hay una fuga de agua en el baño de hombres del segundo piso cerca a los servidores.,otros
"Ayer hubo un corte de energía en el edificio y ahora la estación de acoplamiento no da señales de vida. He probado conectando el equipo directamente a la corriente, probé otro enchufe de pared y cambié el cable HDMI, pero los monitores no reciben señal. Necesito un reemplazo urgente para continuar mi trabajo.",infraestructura
"Al intentar exportar la sábana de clientes desde Dynamics 365, el archivo se genera corrupto y sin formato de columnas.",software
La herramienta de mesa de ayuda Jira Service Desk bota error de servidor 500 cuando trato de adjuntar capturas de pantalla.,software
"q pereza, Trello no está refrescando los tableros Kanban de mi equipo; sigo viendo las tarjetas que se movieron ayer.",software
Mi cliente de Slack de escritorio consume demasiada memoria RAM y ralentiza todo el sistema operativo hasta dejarlo inmanejable.,software
"Cuando trato de firmar un documento digitalmente en DocuSign, la ventanita se queda cargando de manera indefinida.",software
El ping hacia la pasarela de pagos está superando los 400ms y las transacciones de los usuarios rebotan por timeout.,redes
Mi pc corporativo no logra obtener una dirección IP del servidor DHCP cuando me conecto en la sala de juntas del tercer piso.,redes
"La red pública del edificio bloquea la descarga de mis diseños desde WeTransfer, marcándolos como tráfico peligroso.",redes
"Desde que actualizaron el firmware del router central, mi túnel VPN a la nube de AWS se corta cada quince minutos exactos.",redes
"El puerto Ethernet de la pared parece muerto, el LED del switch no hace contacto al meterle el cable.",redes
El sistema de inventarios SAP MM me arroja un mensaje de restricción de lectura al consultar los materiales de la bodega norte.,permisos
"Al tratar de modificar políticas en Active Directory, la consola me indica que mi perfil carece de privilegios de delegación.",permisos
"Necesito subir la nueva versión a producción urgente, pero el pipeline de Jenkins me deniega la ejecución del script principal.",permisos
El portal bota aviso de carpeta restringida por el propietario cuando intento descargar el reporte trimestral de gastos.,permisos
"La pantalla táctil de la sala de reuniones de gerencia está totalmente descalibrada, los toques se registran centímetros más abajo.",infraestructura
El ventilador del proyector de techo hace un ruido tremendo como una matraca y el equipo plástico se recalienta muchísimo.,infraestructura
Uno de los discos del arreglo RAID del servidor de archivos local muestra un led rojo fijo indicando falla de hardware grave.,infraestructura
La batería original de mi portátil corporativo se descarga del 100% al cero en menos de media hora de uso.,infraestructura
"La plataforma de capacitaciones me exige cambiar la credencial inicial, pero el campo de confirmación siempre marca error de reglas.",cuentas_contrasenas
"Mi usuario del sistema hospitalario fue desactivado automáticamente tras mis vacaciones, requiero reactivación inmediata para atender pacientes.",cuentas_contrasenas
El portal de autoservicio de identidades de Microsoft no envía el código numérico de recuperación a mi celular registrado.,cuentas_contrasenas
El sistema de detección de intrusos reporta múltiples intentos de conexión SSH fallidos desde una IP externa hacia mi máquina.,seguridad
"Un correo masivo llegó a toda el área ofreciendo un bono falso de supermercado, y varios compañeros hicieron clic en el enlace.",seguridad
"El antivirus corporativo movió a la cuarentena un ejecutable legítimo de desarrollo interno, deteniendo nuestra compilación diaria.",seguridad
Necesitamos coordinar con el proveedor un mantenimiento preventivo de las cámaras de seguridad del pasillo principal para este fin de semana.,otros
Por favor generar un reporte consolidado de horas extra trabajadas durante el mes pasado para el equipo de analistas nivel 1.,otros
